Event#, Q2, W, MX, xF1, xF2, y, x, z, Mh, phperp, phiH, phiR, theta
11261157, 3.35, 3.48, 2.25, 0.23, 0.23, 0.73, 0.23, 0.59, 0.60, 0.31, 2.42, 5.29, 1.71
11262918, 3.63, 3.08, 1.75, 0.18, 0.18, 0.61, 0.30, 0.66, 0.60, 0.53, 2.95, 0.09, 2.00
11268206, 3.40, 3.03, 2.14, 0.17, 0.17, 0.59, 0.29, 0.47, 0.40, 0.44, 3.14, 1.09, 1.63
11269882, 2.59, 2.80, 1.69, 0.17, 0.17, 0.48, 0.27, 0.62, 0.48, 0.51, 3.94, 5.28, 1.76
11270264, 1.76, 3.85, 2.65, 0.17, 0.17, 0.79, 0.11, 0.46, 0.94, 0.36, 1.77, 4.96, 1.64
11270871, 1.67, 3.26, 2.13, 0.08, 0.08, 0.57, 0.15, 0.47, 1.08, 0.12, 1.54, 3.95, 1.63
11270936, 4.94, 3.21, 2.30, 0.13, 0.13, 0.72, 0.34, 0.40, 0.79, 0.28, 2.71, 5.67, 1.64
11271409, 1.77, 3.68, 2.50, 0.26, 0.26, 0.72, 0.12, 0.50, 0.43, 0.60, 2.24, 5.27, 1.36
11271785, 2.73, 3.51, 2.09, 0.08, 0.08, 0.71, 0.19, 0.50, 1.19, 0.55, 4.61, 5.30, 1.22
11271993, 1.56, 3.43, 2.05, 0.20, 0.20, 0.63, 0.12, 0.62, 0.46, 0.65, 2.59, 0.13, 1.88
11272942, 1.99, 2.63, 1.65, 0.21, 0.21, 0.40, 0.25, 0.66, 0.46, 0.20, 2.77, 1.76, 1.69
11276000, 1.93, 3.63, 2.33, 0.19, 0.19, 0.71, 0.14, 0.52, 0.39, 0.77, 3.51, 1.31, 1.67
11277904, 1.81, 3.49, 1.81, 0.10, 0.10, 0.66, 0.14, 0.63, 1.18, 0.73, 2.63, 0.19, 2.00
11278341, 2.83, 3.42, 1.52, 0.51, 0.51, 0.69, 0.21, 0.78, 1.02, 0.63, 4.69, 2.23, 1.08
11280473, 3.16, 2.98, 1.70, 0.13, 0.13, 0.56, 0.28, 0.60, 0.84, 0.60, 2.21, 4.40, 1.87
11281952, 3.67, 3.41, 1.74, 0.22, 0.22, 0.72, 0.25, 0.69, 1.42, 0.27, 3.86, 6.11, 1.54
11282785, 1.96, 3.14, 1.96, 0.22, 0.22, 0.55, 0.18, 0.57, 0.95, 0.25, 4.02, 1.55, 1.49
11284862, 2.67, 3.53, 2.24, 0.17, 0.17, 0.72, 0.19, 0.61, 0.62, 0.30, 3.90, 5.44, 1.84
11286526, 1.58, 3.33, 1.98, 0.22, 0.22, 0.59, 0.13, 0.61, 1.03, 0.33, 1.09, 4.26, 1.63
11288841, 3.11, 3.69, 2.55, 0.10, 0.10, 0.80, 0.20, 0.43, 1.05, 0.14, 2.86, 1.35, 1.53
11289066, 1.41, 3.86, 2.39, 0.18, 0.18, 0.77, 0.09, 0.50, 0.85, 0.82, 0.77, 5.08, 1.51
11292502, 2.95, 2.99, 1.72, 0.38, 0.38, 0.55, 0.27, 0.70, 0.76, 0.17, 2.44, 0.20, 1.24
11295083, 4.16, 2.78, 1.54, 0.22, 0.22, 0.55, 0.38, 0.66, 0.92, 0.37, 1.68, 4.26, 1.64
11296358, 5.76, 3.16, 2.26, 0.15, 0.15, 0.75, 0.39, 0.44, 0.59, 0.37, 2.66, 4.78, 1.66
11297043, 1.66, 3.80, 2.51, 0.06, 0.06, 0.76, 0.11, 0.41, 1.10, 0.52, 3.92, 2.36, 1.52
11301503, 1.86, 3.41, 1.98, 0.22, 0.22, 0.63, 0.15, 0.69, 0.73, 0.18, 1.89, 4.97, 1.79
11301503, 1.86, 3.41, 2.15, 0.14, 0.14, 0.63, 0.15, 0.61, 0.70, 0.28, 1.27, 5.35, 1.98
11301995, 2.40, 3.65, 1.89, 0.37, 0.37, 0.74, 0.16, 0.70, 1.40, 0.23, 5.70, 5.19, 1.07
11306397, 4.28, 3.00, 1.78, 0.22, 0.22, 0.62, 0.35, 0.70, 0.39, 0.07, 2.91, 5.30, 1.93
11306397, 4.28, 3.00, 1.84, 0.13, 0.13, 0.62, 0.35, 0.64, 0.42, 0.39, 1.95, 1.45, 2.10
11307656, 2.63, 3.17, 1.75, 0.18, 0.18, 0.59, 0.22, 0.67, 1.15, 0.20, 6.27, 5.33, 1.54
11308406, 3.40, 3.57, 2.14, 0.11, 0.11, 0.77, 0.22, 0.49, 0.69, 0.92, 0.51, 5.01, 1.69
11308406, 3.40, 3.57, 2.46, 0.15, 0.15, 0.77, 0.22, 0.45, 0.73, 0.54, 1.04, 4.09, 1.80
11310218, 1.74, 3.75, 2.21, 0.17, 0.17, 0.75, 0.12, 0.54, 1.40, 0.33, 5.13, 3.50, 1.39
11316383, 2.02, 3.31, 1.54, 0.37, 0.37, 0.61, 0.17, 0.71, 0.81, 0.89, 4.21, 6.14, 1.16
11316383, 2.02, 3.31, 2.21, 0.06, 0.06, 0.61, 0.17, 0.42, 0.82, 0.57, 2.69, 1.01, 1.63
11317385, 2.01, 3.40, 2.30, 0.12, 0.12, 0.64, 0.16, 0.52, 0.70, 0.33, 1.76, 0.72, 1.74
11325935, 2.24, 3.73, 2.08, 0.22, 0.22, 0.77, 0.15, 0.63, 0.48, 0.85, 2.92, 4.53, 1.67
11326389, 2.26, 3.36, 2.16, 0.19, 0.19, 0.64, 0.18, 0.55, 0.29, 0.66, 2.32, 2.99, 1.65
11331720, 5.89, 2.99, 1.75, 0.07, 0.07, 0.70, 0.42, 0.53, 1.13, 0.32, 3.95, 2.35, 1.57
11335033, 2.54, 3.72, 2.67, 0.08, 0.08, 0.78, 0.16, 0.43, 0.80, 0.31, 1.23, 5.83, 1.82
11338607, 1.34, 3.75, 2.60, 0.21, 0.21, 0.73, 0.09, 0.46, 0.69, 0.53, 3.38, 4.81, 1.24
11357739, 3.01, 2.99, 2.03, 0.18, 0.18, 0.56, 0.27, 0.55, 0.60, 0.04, 1.06, 5.22, 1.69
11362510, 2.12, 3.76, 2.10, 0.18, 0.18, 0.77, 0.14, 0.64, 0.70, 0.78, 2.89, 5.21, 1.90
11362719, 2.60, 2.83, 1.61, 0.26, 0.26, 0.49, 0.27, 0.57, 0.52, 0.75, 5.12, 2.00, 1.42
11366980, 3.93, 3.53, 2.08, 0.10, 0.10, 0.78, 0.25, 0.52, 1.03, 0.71, 3.35, 0.57, 1.99
11372531, 2.89, 3.46, 2.51, 0.09, 0.09, 0.70, 0.21, 0.40, 0.87, 0.09, 0.27, 6.00, 1.51
11372531, 2.89, 3.46, 2.52, 0.14, 0.14, 0.70, 0.21, 0.39, 0.31, 0.66, 2.76, 6.11, 1.48
11373128, 1.87, 3.68, 1.52, 0.26, 0.26, 0.73, 0.13, 0.86, 1.20, 0.29, 2.83, 5.70, 1.79
11373719, 1.50, 3.91, 2.31, 0.32, 0.32, 0.80, 0.09, 0.62, 0.93, 0.50, 2.64, 4.71, 1.35
11375728, 3.68, 3.57, 2.43, 0.28, 0.28, 0.78, 0.24, 0.53, 0.47, 0.41, 2.93, 0.46, 1.34
11377902, 2.07, 3.54, 2.40, 0.29, 0.29, 0.69, 0.15, 0.52, 0.57, 0.45, 3.46, 0.83, 1.28
11380364, 2.74, 2.90, 1.80, 0.27, 0.27, 0.52, 0.27, 0.66, 0.36, 0.25, 2.71, 1.16, 1.59
11387796, 1.86, 3.34, 2.00, 0.19, 0.19, 0.61, 0.15, 0.62, 0.86, 0.43, 3.49, 4.52, 1.54
11388333, 2.78, 2.81, 1.70, 0.02, 0.02, 0.49, 0.28, 0.54, 0.68, 0.61, 2.23, 1.67, 1.63
11394168, 2.34, 3.41, 2.34, 0.06, 0.06, 0.66, 0.18, 0.49, 0.82, 0.21, 0.98, 0.01, 1.85
11394578, 7.72, 3.00, 1.90, 0.14, 0.14, 0.80, 0.49, 0.55, 0.48, 0.55, 3.65, 1.76, 1.92
11395341, 2.00, 3.46, 2.13, 0.24, 0.24, 0.66, 0.15, 0.60, 0.97, 0.24, 2.39, 0.66, 1.48
11395381, 2.03, 3.59, 2.14, 0.31, 0.31, 0.71, 0.14, 0.65, 0.64, 0.41, 3.07, 5.04, 1.46
11396219, 3.55, 3.43, 2.44, 0.14, 0.14, 0.73, 0.25, 0.42, 0.83, 0.26, 5.44, 1.50, 1.57
11396219, 3.55, 3.43, 2.49, 0.17, 0.17, 0.73, 0.25, 0.41, 0.67, 0.38, 4.63, 1.82, 1.60
11396726, 2.31, 3.64, 2.13, 0.01, 0.01, 0.74, 0.16, 0.53, 1.23, 0.59, 2.96, 1.38, 1.83
11397122, 2.88, 3.02, 1.90, 0.09, 0.09, 0.56, 0.26, 0.52, 1.05, 0.11, 2.58, 5.19, 1.67
11399027, 2.08, 3.71, 2.41, 0.10, 0.10, 0.75, 0.14, 0.42, 0.73, 0.84, 3.31, 4.75, 1.35
11405588, 3.79, 2.76, 1.60, 0.24, 0.24, 0.53, 0.36, 0.65, 0.39, 0.57, 3.55, 4.76, 1.45
11407018, 4.14, 3.01, 1.77, 0.13, 0.13, 0.62, 0.34, 0.54, 0.34, 0.83, 3.68, 2.80, 1.57
11409095, 2.43, 2.90, 1.64, 0.18, 0.18, 0.50, 0.24, 0.65, 1.10, 0.05, 2.64, 4.72, 1.53
11411812, 5.12, 3.21, 2.09, 0.25, 0.25, 0.73, 0.35, 0.57, 0.51, 0.40, 1.76, 0.09, 1.49
11417090, 2.05, 3.42, 1.95, 0.42, 0.42, 0.65, 0.16, 0.67, 0.67, 0.50, 3.46, 0.63, 1.14
11417103, 2.27, 3.61, 2.48, 0.13, 0.13, 0.73, 0.16, 0.40, 0.45, 0.82, 3.56, 1.24, 1.59
11424558, 2.11, 3.36, 2.36, 0.25, 0.25, 0.63, 0.17, 0.49, 0.60, 0.26, 2.24, 4.97, 1.37
11427540, 3.64, 3.39, 1.82, 0.18, 0.18, 0.72, 0.26, 0.64, 0.85, 0.75, 4.24, 1.70, 1.88
11428681, 2.64, 3.47, 2.15, 0.08, 0.08, 0.69, 0.19, 0.48, 1.12, 0.50, 4.95, 2.03, 1.88
11429044, 3.72, 3.10, 1.91, 0.20, 0.20, 0.62, 0.30, 0.49, 0.65, 0.72, 1.28, 3.53, 1.40
11429321, 2.37, 3.26, 1.84, 0.31, 0.31, 0.61, 0.20, 0.63, 0.38, 0.76, 4.11, 1.29, 1.29
11430727, 3.23, 2.69, 1.51, 0.36, 0.36, 0.48, 0.34, 0.68, 0.63, 0.48, 4.52, 1.03, 1.28
11431261, 3.17, 3.64, 2.63, 0.10, 0.10, 0.78, 0.20, 0.40, 0.82, 0.34, 1.95, 0.29, 1.61
11433891, 3.42, 2.73, 1.61, 0.30, 0.30, 0.50, 0.34, 0.68, 0.69, 0.19, 3.48, 0.47, 1.48
11444531, 2.53, 3.21, 2.25, 0.07, 0.07, 0.60, 0.21, 0.46, 0.71, 0.35, 1.77, 0.99, 1.65
11446004, 2.15, 3.75, 2.16, 0.31, 0.31, 0.77, 0.14, 0.59, 0.68, 0.86, 1.99, 0.05, 1.18
11446900, 2.10, 3.52, 1.85, 0.22, 0.22, 0.68, 0.15, 0.65, 0.72, 0.85, 0.85, 3.68, 1.83
11446900, 2.10, 3.52, 1.99, 0.15, 0.15, 0.68, 0.15, 0.61, 0.95, 0.67, 0.44, 4.17, 1.92
11450119, 3.45, 3.59, 2.57, 0.15, 0.15, 0.78, 0.22, 0.46, 0.60, 0.39, 3.63, 5.90, 1.79
11450414, 2.48, 3.74, 2.58, 0.11, 0.11, 0.78, 0.16, 0.50, 0.79, 0.24, 2.35, 0.18, 1.93
11452256, 4.88, 3.19, 1.92, 0.10, 0.10, 0.71, 0.34, 0.51, 0.80, 0.69, 1.56, 3.69, 1.91
11458691, 1.72, 3.37, 2.17, 0.17, 0.17, 0.61, 0.14, 0.58, 0.72, 0.32, 2.23, 0.96, 1.67
11461107, 2.93, 2.52, 1.54, 0.17, 0.17, 0.42, 0.35, 0.61, 0.84, 0.13, 5.76, 1.63, 1.57
11461189, 3.84, 3.27, 2.10, 0.07, 0.07, 0.69, 0.28, 0.53, 0.74, 0.53, 1.11, 0.00, 1.79
11464448, 2.85, 3.48, 2.19, 0.25, 0.25, 0.71, 0.20, 0.51, 0.89, 0.58, 5.91, 2.71, 1.47
11465624, 2.07, 3.38, 1.95, 0.44, 0.44, 0.63, 0.16, 0.68, 0.81, 0.26, 3.31, 5.54, 1.07
11465887, 2.81, 2.69, 1.59, 0.08, 0.08, 0.46, 0.31, 0.61, 0.98, 0.09, 0.42, 5.13, 1.73
11468656, 1.85, 3.80, 2.24, 0.23, 0.23, 0.77, 0.12, 0.59, 1.01, 0.59, 2.59, 4.70, 1.57
11470247, 1.73, 3.82, 2.80, 0.14, 0.14, 0.77, 0.11, 0.42, 0.81, 0.21, 3.60, 1.71, 1.58
11471458, 3.61, 3.21, 1.83, 0.34, 0.34, 0.66, 0.28, 0.62, 0.72, 0.64, 4.34, 0.96, 1.32
11477331, 2.11, 3.72, 2.80, 0.08, 0.08, 0.76, 0.14, 0.34, 0.84, 0.21, 0.61, 5.12, 1.57
11478576, 2.94, 2.81, 1.78, 0.17, 0.17, 0.50, 0.29, 0.57, 0.76, 0.32, 4.27, 4.90, 1.40
11484972, 4.66, 3.41, 1.53, 0.20, 0.20, 0.77, 0.30, 0.83, 0.52, 0.42, 3.45, 4.83, 2.06
11485451, 1.55, 3.52, 2.46, 0.14, 0.14, 0.66, 0.12, 0.44, 0.29, 0.71, 3.52, 2.02, 1.50
11485989, 3.42, 3.17, 2.10, 0.23, 0.23, 0.63, 0.27, 0.50, 0.63, 0.53, 4.67, 1.56, 1.55
11488072, 4.14, 3.14, 1.92, 0.36, 0.36, 0.66, 0.32, 0.60, 0.83, 0.32, 4.02, 1.14, 1.18
11488237, 2.28, 3.41, 2.14, 0.09, 0.09, 0.65, 0.18, 0.52, 1.00, 0.45, 2.52, 0.71, 1.75
11490545, 4.38, 3.42, 2.18, 0.34, 0.34, 0.76, 0.29, 0.59, 0.62, 0.38, 3.74, 1.48, 1.22
11493938, 1.72, 3.77, 2.53, 0.22, 0.22, 0.76, 0.11, 0.50, 0.95, 0.31, 1.09, 5.26, 1.42
11497107, 1.57, 3.80, 2.14, 0.36, 0.36, 0.76, 0.10, 0.69, 0.76, 0.42, 2.53, 0.61, 1.35
11497875, 5.02, 2.74, 1.58, 0.21, 0.21, 0.59, 0.43, 0.61, 0.78, 0.49, 4.02, 6.26, 1.63
11498596, 1.82, 3.68, 2.44, 0.05, 0.05, 0.73, 0.13, 0.43, 1.20, 0.16, 2.12, 6.05, 1.68
11504418, 2.81, 3.01, 1.73, 0.25, 0.25, 0.55, 0.26, 0.61, 0.46, 0.72, 1.39, 5.80, 1.39
11507397, 2.41, 3.35, 2.24, 0.15, 0.15, 0.64, 0.19, 0.49, 0.51, 0.62, 2.86, 1.76, 1.50
11508283, 2.91, 3.44, 1.59, 0.08, 0.08, 0.70, 0.21, 0.73, 1.21, 0.68, 3.72, 1.44, 2.08
11508308, 1.75, 3.60, 1.92, 0.38, 0.38, 0.69, 0.13, 0.66, 0.98, 0.69, 3.24, 5.60, 1.21
11510197, 1.74, 3.78, 2.36, 0.18, 0.18, 0.76, 0.11, 0.57, 0.84, 0.51, 2.38, 0.30, 1.74
11510197, 1.74, 3.78, 2.46, 0.12, 0.12, 0.76, 0.11, 0.50, 0.33, 0.82, 3.10, 5.28, 2.21
11514466, 3.18, 3.30, 2.28, 0.18, 0.18, 0.66, 0.24, 0.45, 0.55, 0.56, 3.45, 6.09, 1.65
11517445, 2.02, 3.39, 2.08, 0.12, 0.12, 0.63, 0.16, 0.59, 0.68, 0.54, 4.14, 5.82, 1.96
11518431, 4.63, 2.57, 1.84, 0.22, 0.22, 0.52, 0.45, 0.51, 0.45, 0.06, 4.97, 1.46, 1.48
11522010, 3.80, 3.41, 2.33, 0.26, 0.26, 0.73, 0.26, 0.53, 0.60, 0.29, 1.50, 4.89, 1.46
11522010, 3.80, 3.41, 2.34, 0.26, 0.26, 0.73, 0.26, 0.52, 0.42, 0.40, 4.56, 0.94, 1.42
11522299, 6.56, 2.90, 2.00, 0.09, 0.09, 0.71, 0.46, 0.51, 0.63, 0.12, 4.48, 5.17, 1.87
11523591, 2.91, 3.59, 2.56, 0.08, 0.08, 0.75, 0.20, 0.41, 0.93, 0.12, 3.10, 1.18, 1.68
11526125, 1.54, 3.69, 2.55, 0.07, 0.07, 0.72, 0.11, 0.38, 0.80, 0.64, 3.04, 4.75, 1.64
11526224, 5.31, 2.46, 1.55, 0.20, 0.20, 0.53, 0.51, 0.60, 0.63, 0.21, 1.67, 6.02, 1.62
11527523, 2.07, 3.60, 2.32, 0.26, 0.26, 0.71, 0.15, 0.59, 0.73, 0.24, 2.99, 5.00, 1.49
11528947, 2.77, 3.18, 1.83, 0.10, 0.10, 0.60, 0.23, 0.52, 0.69, 0.84, 1.44, 5.85, 1.76
11529287, 3.09, 3.22, 1.72, 0.28, 0.28, 0.63, 0.25, 0.61, 0.67, 0.84, 1.75, 5.83, 1.34
11529340, 2.11, 2.79, 1.84, 0.16, 0.16, 0.45, 0.23, 0.55, 0.79, 0.01, 4.79, 0.78, 1.54
11531724, 2.31, 3.02, 1.62, 0.21, 0.21, 0.53, 0.22, 0.65, 1.16, 0.37, 5.23, 1.64, 1.61
11531806, 2.75, 3.45, 1.65, 0.22, 0.22, 0.69, 0.20, 0.67, 1.12, 0.83, 4.83, 1.38, 1.81
11532399, 2.20, 3.10, 1.52, 0.37, 0.37, 0.55, 0.20, 0.70, 0.56, 0.83, 2.21, 5.29, 1.25
11535150, 3.57, 3.23, 1.67, 0.23, 0.23, 0.66, 0.27, 0.68, 0.91, 0.65, 2.79, 1.77, 1.38
11537282, 1.46, 3.35, 1.98, 0.25, 0.25, 0.59, 0.12, 0.66, 0.73, 0.38, 4.15, 5.57, 1.54
11538973, 4.85, 3.32, 1.88, 0.01, 0.01, 0.75, 0.32, 0.58, 0.73, 0.79, 2.96, 2.65, 1.91
11539599, 2.02, 3.52, 1.94, 0.36, 0.36, 0.68, 0.15, 0.65, 1.22, 0.37, 4.33, 2.42, 1.16
11540727, 1.93, 2.89, 1.73, 0.17, 0.17, 0.47, 0.21, 0.62, 0.43, 0.58, 3.40, 1.97, 1.79
11541245, 1.53, 3.63, 2.08, 0.09, 0.09, 0.69, 0.11, 0.58, 0.69, 0.86, 2.49, 0.78, 2.05
11546959, 2.82, 3.32, 2.19, 0.12, 0.12, 0.65, 0.22, 0.47, 1.03, 0.27, 4.66, 0.92, 1.62
11553042, 1.96, 3.77, 2.31, 0.25, 0.25, 0.77, 0.13, 0.64, 0.63, 0.29, 2.47, 5.12, 1.69
11555134, 3.04, 3.02, 2.01, 0.20, 0.20, 0.57, 0.27, 0.48, 0.79, 0.38, 4.94, 1.54, 1.54
11556876, 2.21, 3.62, 1.76, 0.12, 0.12, 0.72, 0.15, 0.73, 1.19, 0.57, 3.78, 1.65, 1.99
11558680, 5.33, 2.82, 1.58, 0.24, 0.24, 0.62, 0.43, 0.68, 0.94, 0.19, 3.98, 4.65, 1.42
11561697, 2.28, 3.34, 2.14, 0.29, 0.29, 0.63, 0.18, 0.61, 0.45, 0.33, 3.42, 0.61, 1.51
11563335, 4.26, 3.10, 2.03, 0.09, 0.09, 0.65, 0.33, 0.52, 0.51, 0.55, 3.82, 4.39, 1.81
11565586, 2.03, 3.37, 1.59, 0.19, 0.19, 0.63, 0.16, 0.82, 0.86, 0.11, 0.43, 0.29, 1.92
11565903, 5.09, 3.03, 1.97, 0.17, 0.17, 0.67, 0.38, 0.54, 0.38, 0.57, 1.67, 5.44, 1.91
11567417, 4.66, 3.01, 1.74, 0.06, 0.06, 0.65, 0.36, 0.57, 0.81, 0.62, 2.67, 1.60, 1.72
11571708, 2.51, 3.34, 2.42, 0.15, 0.15, 0.64, 0.20, 0.42, 0.41, 0.53, 2.82, 4.52, 1.56
11571708, 2.51, 3.34, 2.49, 0.18, 0.18, 0.64, 0.20, 0.42, 0.37, 0.41, 2.19, 5.75, 1.57
11571815, 3.49, 3.57, 2.26, 0.14, 0.14, 0.77, 0.23, 0.55, 0.52, 0.67, 4.57, 0.23, 1.94
11573617, 3.28, 3.29, 2.16, 0.10, 0.10, 0.67, 0.25, 0.48, 0.33, 0.76, 4.74, 5.92, 1.93
11575070, 1.46, 3.62, 2.27, 0.27, 0.27, 0.69, 0.11, 0.55, 0.82, 0.58, 2.36, 0.41, 1.33
11575904, 5.08, 3.38, 1.70, 0.27, 0.27, 0.78, 0.33, 0.64, 0.90, 0.87, 3.21, 5.69, 1.54
11576253, 2.57, 3.04, 1.98, 0.22, 0.22, 0.55, 0.24, 0.60, 0.28, 0.36, 3.66, 3.03, 2.11
11576824, 3.11, 3.36, 2.18, 0.22, 0.22, 0.68, 0.23, 0.53, 0.37, 0.67, 2.41, 4.67, 1.49
11577472, 2.96, 3.35, 2.14, 0.13, 0.13, 0.67, 0.22, 0.56, 0.97, 0.14, 2.55, 5.26, 1.76
11583523, 1.51, 3.84, 2.70, 0.21, 0.21, 0.77, 0.10, 0.44, 0.99, 0.04, 5.74, 6.19, 1.24
11584682, 2.62, 2.80, 1.58, 0.17, 0.17, 0.48, 0.27, 0.65, 0.92, 0.35, 3.59, 5.76, 1.72
11585327, 4.58, 2.98, 1.84, 0.12, 0.12, 0.63, 0.36, 0.60, 0.91, 0.03, 1.34, 1.57, 1.74
11585922, 2.47, 2.68, 1.66, 0.18, 0.18, 0.44, 0.28, 0.58, 0.61, 0.48, 3.88, 5.73, 1.59
11589047, 2.26, 3.68, 2.37, 0.29, 0.29, 0.75, 0.15, 0.54, 0.50, 0.66, 2.81, 5.34, 1.28
11589291, 3.12, 2.94, 1.96, 0.02, 0.02, 0.55, 0.29, 0.46, 0.87, 0.29, 5.26, 5.16, 1.53
11594072, 2.21, 3.15, 2.04, 0.17, 0.17, 0.57, 0.20, 0.56, 0.50, 0.51, 3.06, 1.48, 1.75
11595694, 3.82, 2.66, 1.73, 0.17, 0.17, 0.50, 0.38, 0.53, 0.54, 0.46, 5.95, 1.59, 1.61
11597411, 2.76, 3.32, 2.30, 0.15, 0.15, 0.65, 0.21, 0.50, 0.67, 0.24, 3.53, 1.61, 1.72
11597847, 4.83, 3.23, 1.80, 0.15, 0.15, 0.72, 0.34, 0.59, 1.33, 0.20, 2.71, 4.34, 1.47
11600760, 2.56, 3.18, 2.20, 0.12, 0.12, 0.59, 0.22, 0.43, 0.87, 0.26, 4.47, 0.54, 1.61
11603364, 2.09, 2.71, 1.53, 0.15, 0.15, 0.43, 0.25, 0.66, 0.56, 0.54, 3.78, 4.12, 1.60
11604373, 3.01, 2.66, 1.65, 0.21, 0.21, 0.46, 0.33, 0.65, 0.61, 0.17, 4.03, 0.51, 1.72
11604677, 1.89, 3.34, 1.94, 0.18, 0.18, 0.61, 0.16, 0.58, 0.83, 0.70, 5.35, 0.79, 1.56
11608308, 4.25, 3.13, 1.86, 0.21, 0.21, 0.66, 0.32, 0.61, 0.70, 0.52, 3.33, 5.66, 1.73
11608555, 3.12, 3.25, 1.97, 0.17, 0.17, 0.64, 0.24, 0.51, 0.95, 0.60, 2.40, 4.63, 1.57
11610112, 5.93, 3.15, 2.06, 0.22, 0.22, 0.75, 0.40, 0.51, 0.75, 0.44, 3.07, 1.48, 1.30
11613874, 2.26, 3.17, 1.53, 0.22, 0.22, 0.57, 0.20, 0.74, 0.67, 0.70, 3.38, 2.34, 1.61
11614436, 5.16, 3.27, 1.97, 0.30, 0.30, 0.75, 0.35, 0.62, 0.98, 0.12, 1.46, 4.52, 1.34
11618542, 3.56, 3.64, 2.09, 0.11, 0.11, 0.80, 0.22, 0.54, 0.77, 0.91, 4.11, 1.63, 2.06
11623339, 2.30, 3.28, 1.92, 0.31, 0.31, 0.61, 0.19, 0.64, 0.81, 0.46, 0.87, 6.25, 1.16
11623339, 2.30, 3.28, 2.06, 0.20, 0.20, 0.61, 0.19, 0.54, 0.59, 0.67, 3.67, 4.86, 1.28
11625705, 2.28, 3.71, 2.35, 0.13, 0.13, 0.76, 0.15, 0.54, 0.99, 0.46, 5.15, 6.17, 1.56
11625809, 5.08, 3.05, 2.12, 0.16, 0.16, 0.68, 0.38, 0.45, 0.78, 0.25, 2.76, 4.82, 1.49
11626001, 4.22, 2.76, 1.75, 0.21, 0.21, 0.55, 0.38, 0.59, 0.58, 0.37, 5.01, 1.40, 1.74
11627976, 5.48, 3.26, 1.64, 0.08, 0.08, 0.77, 0.36, 0.77, 0.82, 0.32, 4.59, 5.46, 2.17
11631017, 3.68, 2.60, 1.57, 0.21, 0.21, 0.48, 0.38, 0.61, 0.77, 0.29, 4.44, 1.70, 1.62
11633704, 4.03, 3.44, 2.04, 0.17, 0.17, 0.75, 0.27, 0.54, 0.67, 0.82, 3.08, 1.21, 1.58
11635702, 3.61, 3.20, 2.21, 0.11, 0.11, 0.65, 0.28, 0.39, 0.75, 0.51, 4.41, 0.09, 1.54
11636995, 2.74, 3.43, 2.10, 0.02, 0.02, 0.68, 0.20, 0.41, 0.97, 0.72, 3.38, 5.00, 1.59
11637433, 2.52, 3.67, 1.63, 0.46, 0.46, 0.76, 0.17, 0.79, 0.99, 0.64, 1.64, 0.91, 1.01
11638562, 3.54, 3.54, 2.07, 0.36, 0.36, 0.76, 0.23, 0.64, 0.90, 0.38, 4.54, 5.28, 1.07
11640111, 1.90, 3.74, 2.44, 0.24, 0.24, 0.75, 0.13, 0.52, 1.06, 0.23, 1.55, 4.75, 1.41
11642916, 1.71, 3.81, 2.73, 0.11, 0.11, 0.77, 0.11, 0.43, 0.63, 0.53, 4.17, 2.15, 1.87
11643428, 9.00, 2.71, 1.75, 0.12, 0.12, 0.78, 0.58, 0.43, 0.44, 0.67, 2.82, 5.81, 1.93
11647745, 1.60, 3.87, 2.90, 0.15, 0.15, 0.79, 0.10, 0.38, 0.52, 0.54, 2.60, 1.09, 1.33
11654812, 3.45, 3.60, 2.18, 0.16, 0.16, 0.78, 0.22, 0.50, 0.90, 0.78, 2.18, 0.96, 1.19
11654979, 4.97, 3.23, 1.93, 0.10, 0.10, 0.73, 0.34, 0.51, 0.72, 0.77, 2.89, 1.21, 1.72
11656393, 5.61, 2.62, 1.61, 0.14, 0.14, 0.58, 0.48, 0.53, 0.66, 0.52, 2.52, 3.84, 1.42
11661383, 2.27, 3.72, 2.65, 0.01, 0.01, 0.76, 0.15, 0.34, 1.07, 0.04, 3.91, 2.33, 1.60
11661620, 1.76, 3.83, 2.88, 0.10, 0.10, 0.78, 0.11, 0.32, 0.41, 0.69, 5.13, 0.90, 1.57
11662182, 2.74, 3.13, 1.82, 0.31, 0.31, 0.59, 0.23, 0.64, 0.34, 0.64, 2.11, 3.95, 1.19
11703309, 2.69, 3.55, 2.59, 0.15, 0.15, 0.73, 0.19, 0.45, 0.32, 0.46, 3.40, 1.19, 1.97
11703560, 5.52, 2.68, 1.65, 0.11, 0.11, 0.59, 0.47, 0.55, 0.94, 0.07, 3.90, 0.91, 1.65
11704444, 1.71, 3.66, 1.88, 0.32, 0.32, 0.72, 0.12, 0.68, 0.67, 0.84, 5.23, 2.80, 1.47
11704936, 2.62, 3.40, 1.64, 0.26, 0.26, 0.67, 0.20, 0.72, 0.76, 0.79, 4.41, 1.87, 1.75
11707024, 3.64, 3.46, 1.51, 0.10, 0.10, 0.74, 0.25, 0.76, 0.79, 0.85, 3.33, 3.52, 1.87
11713368, 3.32, 3.62, 1.92, 0.32, 0.32, 0.78, 0.21, 0.67, 0.60, 0.80, 3.24, 4.95, 1.33
11715908, 3.06, 3.42, 1.53, 0.11, 0.11, 0.70, 0.22, 0.65, 1.03, 1.00, 2.02, 6.22, 1.96
