Event#, Q2, W, MX, xF1, xF2, y, x, z, Mh, phperp, phiH, phiR, theta
382519, 4.27, 3.47, 2.18, 0.31, 0.31, 0.78, 0.28, 0.58, 0.93, 0.25, 3.11, 1.27, 1.23
384171, 1.69, 2.84, 1.55, 0.20, 0.20, 0.45, 0.19, 0.70, 0.85, 0.40, 4.19, 5.72, 1.61
384448, 5.84, 3.04, 1.91, 0.13, 0.13, 0.71, 0.41, 0.60, 0.41, 0.46, 2.12, 0.25, 2.23
386349, 2.64, 3.38, 2.37, 0.16, 0.16, 0.66, 0.20, 0.46, 0.85, 0.08, 4.77, 1.35, 1.52
389434, 4.55, 3.46, 2.12, 0.36, 0.36, 0.79, 0.29, 0.60, 0.60, 0.53, 2.33, 0.33, 1.11
389434, 4.55, 3.46, 2.47, 0.02, 0.02, 0.79, 0.29, 0.34, 0.49, 0.71, 3.59, 4.70, 1.64
390545, 3.62, 2.84, 1.87, 0.16, 0.16, 0.54, 0.33, 0.54, 0.82, 0.10, 2.78, 1.90, 1.48
390582, 1.30, 3.86, 2.53, 0.11, 0.11, 0.77, 0.09, 0.51, 1.05, 0.34, 2.92, 1.40, 1.70
392011, 2.56, 3.67, 2.08, 0.13, 0.13, 0.76, 0.17, 0.64, 0.57, 0.73, 2.43, 4.64, 2.14
396609, 1.42, 3.90, 2.47, 0.31, 0.31, 0.79, 0.09, 0.54, 1.14, 0.35, 2.17, 0.14, 1.15
401746, 3.73, 3.17, 2.09, 0.12, 0.12, 0.65, 0.29, 0.47, 0.34, 0.72, 3.11, 4.88, 1.82
402387, 2.55, 2.95, 1.81, 0.29, 0.29, 0.52, 0.25, 0.62, 0.37, 0.50, 2.01, 4.01, 1.35
407055, 3.99, 3.39, 2.11, 0.27, 0.27, 0.73, 0.27, 0.54, 1.06, 0.31, 5.60, 2.08, 1.32
413693, 4.20, 2.81, 1.91, 0.11, 0.11, 0.56, 0.37, 0.47, 0.49, 0.52, 1.34, 0.24, 1.50
413821, 3.69, 3.54, 2.14, 0.30, 0.30, 0.77, 0.24, 0.57, 0.79, 0.64, 2.62, 6.26, 1.40
415346, 1.92, 3.82, 2.60, 0.07, 0.07, 0.79, 0.12, 0.42, 1.00, 0.48, 4.57, 2.88, 1.68
416721, 3.52, 3.18, 1.82, 0.14, 0.14, 0.64, 0.28, 0.55, 0.70, 0.80, 1.19, 3.61, 1.92
418261, 1.47, 3.91, 2.80, 0.15, 0.15, 0.80, 0.09, 0.44, 0.83, 0.25, 1.31, 5.48, 1.63
422997, 4.56, 2.85, 1.94, 0.17, 0.17, 0.59, 0.39, 0.47, 0.44, 0.54, 3.66, 0.25, 1.69
423500, 1.55, 3.84, 2.00, 0.26, 0.26, 0.77, 0.10, 0.70, 0.43, 0.79, 4.62, 1.60, 1.83
425234, 1.83, 3.60, 1.78, 0.41, 0.41, 0.70, 0.13, 0.72, 1.28, 0.51, 2.59, 0.89, 1.09
426076, 1.75, 3.71, 2.37, 0.32, 0.32, 0.74, 0.12, 0.53, 0.60, 0.71, 4.21, 1.27, 1.13
426387, 2.01, 3.63, 2.37, 0.05, 0.05, 0.72, 0.14, 0.41, 0.79, 0.76, 3.75, 5.05, 1.46
426387, 2.01, 3.63, 2.48, 0.09, 0.09, 0.72, 0.14, 0.40, 0.57, 0.78, 3.39, 4.93, 1.48
426572, 2.11, 3.76, 2.49, 0.12, 0.12, 0.77, 0.14, 0.47, 0.30, 0.86, 2.17, 3.99, 2.09
427981, 2.63, 3.29, 2.29, 0.03, 0.03, 0.63, 0.21, 0.42, 0.78, 0.43, 4.43, 5.20, 1.60
430061, 2.42, 3.70, 1.75, 0.37, 0.37, 0.77, 0.16, 0.77, 1.32, 0.31, 3.41, 1.39, 1.36
433709, 4.10, 3.21, 2.29, 0.24, 0.24, 0.68, 0.30, 0.48, 0.35, 0.40, 2.93, 5.42, 1.30
437154, 2.37, 3.56, 2.08, 0.29, 0.29, 0.71, 0.17, 0.68, 0.70, 0.25, 4.04, 1.14, 1.59
437275, 1.79, 3.85, 2.60, 0.12, 0.12, 0.79, 0.11, 0.45, 0.98, 0.48, 3.74, 1.24, 1.78
442108, 1.96, 3.79, 1.61, 0.14, 0.14, 0.78, 0.13, 0.84, 0.63, 0.54, 4.05, 5.86, 2.25
442331, 2.61, 3.73, 2.56, 0.07, 0.07, 0.79, 0.17, 0.45, 1.00, 0.30, 2.41, 0.32, 1.82
442681, 1.58, 3.63, 2.03, 0.33, 0.33, 0.70, 0.11, 0.66, 1.05, 0.47, 0.02, 2.21, 1.37
444585, 1.33, 3.85, 3.00, 0.16, 0.16, 0.77, 0.09, 0.36, 0.35, 0.46, 2.71, 0.79, 1.39
446130, 2.63, 3.26, 1.68, 0.21, 0.21, 0.62, 0.21, 0.69, 0.57, 0.76, 3.02, 3.73, 1.56
446264, 2.45, 3.66, 2.78, 0.09, 0.09, 0.75, 0.16, 0.38, 0.66, 0.27, 3.90, 5.53, 1.72
448453, 3.21, 3.59, 2.35, 0.32, 0.32, 0.76, 0.21, 0.54, 0.71, 0.47, 3.30, 1.19, 1.13
449711, 2.09, 2.99, 1.75, 0.12, 0.12, 0.51, 0.21, 0.56, 0.79, 0.64, 5.39, 0.94, 1.74
452277, 1.31, 3.70, 2.22, 0.09, 0.09, 0.71, 0.09, 0.47, 0.33, 1.09, 3.29, 5.57, 2.00
457196, 1.75, 3.18, 1.76, 0.20, 0.20, 0.55, 0.16, 0.61, 0.47, 0.86, 2.91, 0.85, 1.62
457553, 1.84, 3.16, 1.89, 0.11, 0.11, 0.55, 0.17, 0.53, 0.36, 0.87, 2.89, 1.38, 1.85
458173, 1.73, 3.12, 1.65, 0.28, 0.28, 0.53, 0.16, 0.75, 0.85, 0.24, 1.75, 0.99, 1.50
460069, 1.76, 2.75, 1.56, 0.21, 0.21, 0.42, 0.21, 0.65, 0.82, 0.47, 2.01, 4.36, 1.67
460856, 1.93, 3.40, 1.88, 0.23, 0.23, 0.63, 0.15, 0.68, 0.88, 0.45, 5.36, 0.03, 1.52
460856, 1.93, 3.40, 1.96, 0.15, 0.15, 0.63, 0.15, 0.61, 0.60, 0.74, 2.98, 1.97, 1.65
462519, 4.70, 2.37, 1.57, 0.20, 0.20, 0.47, 0.50, 0.57, 0.34, 0.35, 3.80, 1.87, 1.65
465123, 3.10, 3.53, 2.26, 0.30, 0.30, 0.74, 0.21, 0.59, 0.83, 0.00, 3.70, 0.92, 1.31
465488, 3.12, 3.24, 2.10, 0.12, 0.12, 0.64, 0.24, 0.56, 0.55, 0.49, 2.31, 1.37, 1.83
465659, 2.75, 3.23, 2.25, 0.13, 0.13, 0.62, 0.22, 0.42, 0.71, 0.48, 2.50, 4.41, 1.54
465659, 2.75, 3.23, 2.16, 0.08, 0.08, 0.62, 0.22, 0.40, 0.48, 0.76, 1.33, 5.90, 1.60
468235, 5.51, 2.85, 1.85, 0.21, 0.21, 0.64, 0.43, 0.51, 0.71, 0.42, 2.45, 4.74, 1.50
468697, 6.56, 2.86, 1.66, 0.15, 0.15, 0.70, 0.47, 0.69, 0.47, 0.35, 3.56, 0.98, 2.18
469060, 1.85, 3.14, 1.56, 0.15, 0.15, 0.54, 0.17, 0.71, 0.43, 0.82, 2.99, 2.20, 1.91
473004, 2.06, 3.83, 2.53, 0.27, 0.27, 0.79, 0.13, 0.53, 0.47, 0.61, 2.77, 6.13, 1.43
474790, 2.15, 3.58, 2.04, 0.00, 0.00, 0.71, 0.15, 0.54, 1.30, 0.56, 5.74, 3.83, 1.91
476259, 2.52, 3.24, 1.66, 0.16, 0.16, 0.61, 0.21, 0.72, 0.85, 0.58, 1.91, 4.14, 1.95
476259, 2.52, 3.24, 1.52, 0.10, 0.10, 0.61, 0.21, 0.70, 0.72, 0.89, 1.01, 5.71, 2.00
477509, 5.18, 2.60, 1.64, 0.21, 0.21, 0.56, 0.47, 0.58, 0.76, 0.16, 6.23, 4.89, 1.42
483773, 1.75, 3.50, 2.53, 0.16, 0.16, 0.66, 0.13, 0.44, 0.79, 0.08, 3.27, 1.76, 1.49
485367, 1.68, 3.74, 2.41, 0.35, 0.35, 0.74, 0.11, 0.56, 0.77, 0.42, 2.63, 0.65, 1.11
486426, 3.35, 3.30, 2.18, 0.08, 0.08, 0.67, 0.25, 0.52, 0.62, 0.49, 3.65, 4.50, 1.87
486497, 2.08, 3.55, 2.27, 0.06, 0.06, 0.69, 0.15, 0.50, 1.07, 0.40, 5.20, 0.92, 1.84
487025, 3.28, 2.81, 1.53, 0.28, 0.28, 0.52, 0.32, 0.73, 0.38, 0.44, 4.82, 6.10, 1.63
491103, 1.71, 2.52, 1.54, 0.25, 0.25, 0.36, 0.24, 0.69, 0.56, 0.04, 2.98, 5.25, 1.60
491399, 3.25, 2.73, 1.61, 0.22, 0.22, 0.49, 0.33, 0.63, 0.75, 0.39, 4.22, 1.14, 1.72
491583, 4.28, 3.41, 1.76, 0.26, 0.26, 0.75, 0.28, 0.67, 1.31, 0.44, 6.04, 4.47, 1.35
491583, 4.28, 3.41, 2.07, 0.07, 0.07, 0.75, 0.28, 0.51, 1.24, 0.28, 2.22, 3.97, 1.63
492379, 3.68, 3.17, 1.63, 0.26, 0.26, 0.64, 0.29, 0.74, 0.78, 0.48, 3.61, 1.88, 1.64
492615, 2.06, 3.21, 1.75, 0.14, 0.14, 0.58, 0.18, 0.67, 0.67, 0.66, 2.07, 0.22, 1.99
492711, 1.41, 3.91, 2.58, 0.11, 0.11, 0.79, 0.09, 0.42, 1.03, 0.63, 2.91, 4.58, 1.43
495912, 2.65, 3.09, 1.69, 0.41, 0.41, 0.57, 0.23, 0.69, 0.58, 0.57, 2.13, 5.94, 1.13
497420, 7.31, 2.84, 1.50, 0.29, 0.29, 0.73, 0.50, 0.70, 0.36, 0.61, 4.41, 0.26, 1.56
498954, 2.40, 3.35, 2.01, 0.30, 0.30, 0.64, 0.19, 0.58, 0.37, 0.75, 2.60, 0.35, 1.02
500786, 3.62, 3.01, 1.91, 0.19, 0.19, 0.59, 0.31, 0.56, 0.63, 0.49, 3.98, 1.37, 1.77
501841, 2.88, 3.67, 2.56, 0.15, 0.15, 0.78, 0.19, 0.40, 0.82, 0.55, 4.90, 2.86, 1.48
501841, 2.88, 3.67, 2.59, 0.09, 0.09, 0.78, 0.19, 0.35, 0.54, 0.76, 5.97, 1.70, 1.63
504626, 1.70, 3.36, 2.13, 0.08, 0.08, 0.61, 0.14, 0.46, 0.69, 0.76, 2.80, 4.46, 1.71
504735, 1.60, 3.76, 1.96, 0.41, 0.41, 0.75, 0.11, 0.69, 0.84, 0.73, 3.19, 5.71, 1.23
505479, 4.49, 3.26, 1.92, 0.21, 0.21, 0.71, 0.32, 0.65, 0.87, 0.25, 3.88, 5.23, 1.63
508013, 4.14, 2.86, 1.57, 0.31, 0.31, 0.58, 0.36, 0.66, 0.71, 0.57, 4.85, 2.22, 1.46
508885, 2.07, 3.20, 1.89, 0.08, 0.08, 0.57, 0.18, 0.47, 0.67, 0.85, 2.82, 4.37, 1.49
509518, 1.92, 3.43, 2.13, 0.06, 0.06, 0.64, 0.15, 0.54, 1.10, 0.33, 3.92, 2.26, 1.79
510263, 2.81, 3.33, 2.38, 0.11, 0.11, 0.65, 0.22, 0.43, 0.70, 0.35, 1.98, 1.02, 1.50
513285, 3.12, 3.69, 2.21, 0.36, 0.36, 0.80, 0.20, 0.63, 0.84, 0.38, 3.55, 1.60, 1.22
513285, 3.12, 3.69, 2.47, 0.01, 0.01, 0.80, 0.20, 0.43, 1.14, 0.27, 1.96, 1.46, 1.58
513371, 5.07, 3.18, 1.91, 0.06, 0.06, 0.72, 0.35, 0.46, 0.49, 0.89, 3.08, 2.02, 1.46
514207, 2.68, 3.72, 2.66, 0.09, 0.09, 0.79, 0.17, 0.36, 0.95, 0.34, 5.97, 2.35, 1.69
515735, 6.29, 3.12, 2.39, 0.15, 0.15, 0.76, 0.41, 0.38, 0.48, 0.26, 4.43, 1.08, 1.65
518286, 4.15, 2.67, 1.62, 0.34, 0.34, 0.52, 0.40, 0.62, 0.61, 0.39, 1.93, 5.07, 1.27
520106, 1.61, 3.41, 1.71, 0.41, 0.41, 0.62, 0.13, 0.73, 0.80, 0.62, 2.32, 0.69, 1.15
521917, 2.49, 3.41, 2.28, 0.16, 0.16, 0.66, 0.19, 0.48, 0.98, 0.25, 3.87, 2.11, 1.47
524279, 2.08, 3.13, 1.58, 0.19, 0.19, 0.55, 0.19, 0.78, 0.77, 0.36, 0.48, 0.25, 1.78
524995, 1.61, 3.81, 2.43, 0.08, 0.08, 0.77, 0.11, 0.45, 1.04, 0.67, 4.77, 6.05, 1.39
527109, 1.93, 3.45, 2.00, 0.09, 0.09, 0.65, 0.15, 0.52, 0.63, 0.93, 1.07, 5.66, 1.82
527453, 4.12, 3.56, 1.94, 0.29, 0.29, 0.80, 0.26, 0.66, 1.30, 0.26, 2.28, 4.82, 1.40
528203, 1.59, 3.32, 2.09, 0.03, 0.03, 0.59, 0.14, 0.51, 0.79, 0.64, 2.70, 3.84, 1.78
529589, 1.83, 3.42, 1.98, 0.10, 0.10, 0.63, 0.14, 0.54, 0.63, 0.90, 1.14, 5.86, 1.77
529948, 2.14, 3.28, 1.74, 0.14, 0.14, 0.61, 0.18, 0.74, 0.66, 0.42, 3.82, 5.75, 2.10
531626, 1.48, 3.64, 2.19, 0.17, 0.17, 0.69, 0.11, 0.60, 0.51, 0.69, 4.78, 1.85, 2.02
532058, 2.66, 3.16, 1.99, 0.21, 0.21, 0.59, 0.23, 0.54, 0.80, 0.49, 2.92, 5.64, 1.63
537161, 1.85, 3.54, 2.25, 0.20, 0.20, 0.68, 0.14, 0.53, 0.96, 0.44, 4.54, 5.27, 1.23
540450, 2.80, 3.70, 2.46, 0.20, 0.20, 0.78, 0.18, 0.53, 0.64, 0.48, 2.16, 0.19, 1.62
541662, 2.74, 2.74, 1.68, 0.09, 0.09, 0.47, 0.29, 0.54, 0.71, 0.53, 3.57, 4.93, 1.61
546685, 1.91, 3.46, 2.49, 0.14, 0.14, 0.65, 0.15, 0.43, 0.49, 0.53, 1.58, 5.96, 1.68
548310, 2.24, 2.89, 1.60, 0.26, 0.26, 0.49, 0.23, 0.73, 0.49, 0.38, 3.72, 5.67, 1.73
549465, 3.36, 3.48, 2.02, 0.05, 0.05, 0.74, 0.23, 0.50, 1.32, 0.47, 0.74, 5.01, 1.71
552385, 2.59, 2.77, 1.68, 0.15, 0.15, 0.47, 0.28, 0.62, 0.83, 0.23, 2.30, 1.09, 1.62
554975, 3.59, 3.15, 2.00, 0.14, 0.14, 0.63, 0.28, 0.47, 0.75, 0.64, 2.86, 1.32, 1.34
555930, 1.70, 3.20, 1.83, 0.18, 0.18, 0.56, 0.15, 0.71, 0.33, 0.35, 3.25, 1.68, 2.38
560407, 2.38, 3.78, 2.54, 0.23, 0.23, 0.79, 0.15, 0.45, 0.78, 0.66, 4.90, 2.59, 1.31
560740, 1.83, 3.79, 2.19, 0.25, 0.25, 0.77, 0.12, 0.62, 1.32, 0.15, 1.91, 0.19, 1.40
560740, 1.83, 3.79, 2.21, 0.27, 0.27, 0.77, 0.12, 0.60, 0.93, 0.70, 3.84, 5.96, 1.44
563995, 1.45, 3.53, 1.67, 0.11, 0.11, 0.65, 0.11, 0.57, 0.47, 1.25, 1.91, 3.75, 1.80
564184, 6.31, 2.69, 1.60, 0.24, 0.24, 0.64, 0.50, 0.64, 0.43, 0.46, 1.76, 5.98, 1.66
564293, 2.51, 2.98, 1.80, 0.02, 0.02, 0.53, 0.24, 0.49, 1.17, 0.07, 2.85, 4.49, 1.58
564720, 1.57, 3.78, 2.14, 0.12, 0.12, 0.75, 0.10, 0.56, 1.53, 0.30, 4.23, 4.15, 1.34
566377, 2.92, 3.13, 1.55, 0.19, 0.19, 0.60, 0.25, 0.76, 0.68, 0.54, 4.39, 1.63, 2.03
568742, 2.59, 2.72, 1.55, 0.15, 0.15, 0.46, 0.29, 0.64, 1.05, 0.13, 0.84, 1.46, 1.45
569567, 3.03, 3.63, 2.16, 0.26, 0.26, 0.77, 0.20, 0.61, 1.02, 0.36, 4.34, 5.01, 1.29
572435, 2.66, 3.06, 2.00, 0.16, 0.16, 0.56, 0.24, 0.49, 0.41, 0.68, 3.41, 6.04, 1.75
575269, 1.41, 3.72, 2.55, 0.07, 0.07, 0.72, 0.10, 0.44, 0.77, 0.59, 3.59, 4.85, 1.69
575391, 1.67, 3.27, 2.09, 0.15, 0.15, 0.58, 0.15, 0.47, 0.95, 0.51, 4.20, 1.89, 1.59
577478, 2.76, 3.60, 2.73, 0.11, 0.11, 0.75, 0.19, 0.36, 0.67, 0.35, 5.04, 0.29, 1.50
578826, 3.53, 3.37, 2.16, 0.11, 0.11, 0.70, 0.25, 0.48, 1.02, 0.42, 3.00, 1.11, 1.61
578826, 3.53, 3.37, 2.11, 0.11, 0.11, 0.70, 0.25, 0.47, 0.81, 0.71, 4.55, 0.12, 1.63
579013, 2.34, 3.04, 1.77, 0.16, 0.16, 0.54, 0.22, 0.68, 0.83, 0.07, 1.45, 4.73, 1.84
579453, 2.95, 3.11, 2.19, 0.18, 0.18, 0.59, 0.25, 0.47, 0.31, 0.53, 1.96, 4.21, 1.46
583758, 2.10, 3.30, 2.03, 0.16, 0.16, 0.61, 0.17, 0.52, 0.41, 0.83, 3.35, 5.97, 1.83
583878, 1.83, 2.82, 1.59, 0.34, 0.34, 0.45, 0.21, 0.73, 0.48, 0.30, 2.19, 6.12, 1.47
585096, 3.23, 3.59, 1.84, 0.40, 0.40, 0.77, 0.21, 0.66, 0.53, 0.94, 1.41, 4.38, 0.98
586151, 4.61, 3.07, 1.80, 0.00, 0.00, 0.66, 0.35, 0.51, 0.56, 0.82, 3.57, 3.39, 1.72
586334, 2.21, 3.50, 2.64, 0.15, 0.15, 0.68, 0.16, 0.38, 0.67, 0.21, 3.01, 0.55, 1.55
589336, 2.63, 3.37, 2.20, 0.22, 0.22, 0.66, 0.20, 0.54, 0.72, 0.42, 3.96, 2.21, 1.47
593807, 2.06, 3.32, 1.94, 0.35, 0.35, 0.61, 0.17, 0.67, 0.74, 0.27, 2.67, 5.13, 1.38
598954, 1.63, 3.20, 2.01, 0.15, 0.15, 0.55, 0.15, 0.52, 0.80, 0.57, 2.47, 4.65, 1.71
600761, 1.73, 3.81, 2.31, 0.24, 0.24, 0.77, 0.11, 0.60, 0.41, 0.73, 4.75, 0.86, 1.67
602064, 2.23, 3.42, 2.06, 0.10, 0.10, 0.65, 0.17, 0.57, 0.97, 0.52, 2.46, 4.08, 1.77
603676, 1.96, 3.36, 2.13, 0.10, 0.10, 0.62, 0.16, 0.52, 0.88, 0.53, 3.25, 4.44, 1.56
605788, 2.52, 3.72, 2.74, 0.08, 0.08, 0.78, 0.16, 0.37, 0.91, 0.11, 0.83, 1.45, 1.51
606872, 1.68, 3.50, 2.66, 0.16, 0.16, 0.66, 0.13, 0.38, 0.36, 0.50, 4.32, 0.56, 1.51
606872, 1.68, 3.50, 2.57, 0.09, 0.09, 0.66, 0.13, 0.38, 0.65, 0.47, 3.10, 1.69, 1.53
606855, 1.90, 3.23, 2.05, 0.35, 0.35, 0.58, 0.17, 0.61, 0.45, 0.40, 3.06, 6.07, 1.22
611249, 1.81, 3.19, 2.15, 0.12, 0.12, 0.56, 0.16, 0.52, 0.80, 0.22, 1.64, 0.84, 1.61
613221, 2.80, 3.70, 1.96, 0.10, 0.10, 0.78, 0.18, 0.65, 0.50, 0.94, 3.78, 4.74, 2.10
616573, 2.01, 3.55, 1.97, 0.31, 0.31, 0.69, 0.15, 0.67, 0.37, 0.72, 2.51, 5.92, 1.46
620534, 3.95, 3.11, 2.04, 0.27, 0.27, 0.64, 0.31, 0.55, 0.58, 0.42, 2.91, 5.24, 1.39
622722, 2.18, 3.31, 2.04, 0.24, 0.24, 0.62, 0.18, 0.55, 0.73, 0.64, 2.39, 0.05, 1.48
622722, 2.18, 3.31, 2.21, 0.12, 0.12, 0.62, 0.18, 0.45, 0.72, 0.60, 3.33, 5.43, 1.71
624281, 1.80, 3.76, 1.78, 0.20, 0.20, 0.76, 0.12, 0.75, 0.33, 0.83, 3.09, 1.74, 2.25
624500, 4.34, 2.95, 1.66, 0.22, 0.22, 0.61, 0.36, 0.72, 0.58, 0.25, 3.32, 5.56, 1.86
625044, 3.41, 3.04, 1.70, 0.37, 0.37, 0.59, 0.29, 0.68, 0.95, 0.29, 3.52, 5.58, 1.19
627794, 3.29, 3.57, 1.89, 0.21, 0.21, 0.76, 0.22, 0.57, 0.38, 1.11, 2.12, 4.67, 1.52
632982, 4.48, 3.44, 1.88, 0.31, 0.31, 0.77, 0.29, 0.67, 1.07, 0.37, 0.16, 0.52, 1.19
633192, 2.78, 3.40, 2.18, 0.22, 0.22, 0.68, 0.21, 0.59, 0.57, 0.38, 2.34, 0.93, 1.62
634846, 3.26, 3.62, 2.15, 0.16, 0.16, 0.78, 0.21, 0.47, 0.36, 1.07, 2.65, 5.98, 1.27
634846, 3.26, 3.62, 2.47, 0.04, 0.04, 0.78, 0.21, 0.37, 0.89, 0.58, 3.58, 5.24, 1.60
636109, 2.67, 3.20, 1.72, 0.31, 0.31, 0.61, 0.22, 0.62, 0.62, 0.84, 2.03, 5.44, 1.36
636403, 1.43, 3.76, 2.12, 0.27, 0.27, 0.74, 0.10, 0.63, 0.55, 0.82, 3.61, 5.90, 1.58
636403, 1.43, 3.76, 2.39, 0.16, 0.16, 0.74, 0.10, 0.56, 1.03, 0.25, 3.99, 6.27, 1.72
636522, 2.02, 3.07, 1.80, 0.23, 0.23, 0.53, 0.19, 0.62, 0.32, 0.68, 2.06, 0.46, 1.55
638673, 3.42, 3.33, 1.68, 0.38, 0.38, 0.69, 0.25, 0.78, 0.54, 0.33, 2.24, 0.54, 1.45
642087, 3.49, 3.27, 2.27, 0.10, 0.10, 0.67, 0.26, 0.38, 0.54, 0.68, 1.96, 3.95, 1.57
650283, 4.68, 3.20, 1.85, 0.12, 0.12, 0.71, 0.33, 0.62, 0.38, 0.72, 1.92, 2.87, 2.13
651683, 3.38, 2.87, 1.62, 0.35, 0.35, 0.54, 0.32, 0.66, 0.69, 0.51, 5.21, 1.98, 1.34
655048, 1.85, 3.83, 1.96, 0.36, 0.36, 0.79, 0.12, 0.75, 0.94, 0.37, 4.10, 5.73, 1.42
656106, 1.44, 3.52, 2.52, 0.20, 0.20, 0.65, 0.11, 0.43, 0.41, 0.61, 3.11, 0.02, 1.43
661054, 2.06, 3.10, 1.53, 0.14, 0.14, 0.54, 0.19, 0.67, 1.20, 0.58, 2.28, 5.28, 1.90
663876, 2.51, 3.45, 2.19, 0.23, 0.23, 0.68, 0.18, 0.61, 0.35, 0.44, 1.87, 3.80, 1.75
666888, 3.24, 3.60, 1.95, 0.38, 0.38, 0.77, 0.21, 0.68, 1.08, 0.40, 3.86, 1.93, 1.23
667238, 2.74, 3.59, 2.15, 0.22, 0.22, 0.74, 0.19, 0.58, 0.52, 0.76, 2.90, 1.39, 1.48
673606, 1.99, 3.46, 1.92, 0.37, 0.37, 0.66, 0.15, 0.66, 1.26, 0.16, 5.22, 2.83, 1.15
677162, 3.00, 2.73, 1.55, 0.21, 0.21, 0.48, 0.31, 0.64, 0.87, 0.40, 5.15, 2.23, 1.70
677252, 3.71, 3.40, 1.93, 0.05, 0.05, 0.72, 0.26, 0.51, 0.69, 0.94, 3.28, 4.75, 1.79
677494, 2.16, 3.06, 1.85, 0.21, 0.21, 0.54, 0.20, 0.58, 0.84, 0.49, 1.20, 5.97, 1.37
680386, 5.13, 3.27, 1.99, 0.30, 0.30, 0.75, 0.34, 0.57, 0.60, 0.64, 1.96, 6.15, 1.26
684007, 4.45, 2.90, 1.62, 0.34, 0.34, 0.60, 0.37, 0.70, 0.68, 0.35, 3.30, 6.18, 1.45
685986, 2.58, 3.48, 2.13, 0.00, 0.00, 0.70, 0.19, 0.52, 1.12, 0.48, 2.91, 1.96, 1.72
689053, 1.81, 3.80, 1.71, 0.34, 0.34, 0.77, 0.12, 0.75, 1.25, 0.75, 2.28, 0.58, 1.33
690688, 4.29, 3.03, 1.69, 0.19, 0.19, 0.63, 0.34, 0.70, 0.35, 0.52, 2.62, 1.01, 2.11
691385, 5.29, 3.37, 2.38, 0.06, 0.06, 0.79, 0.34, 0.34, 0.50, 0.70, 1.83, 0.02, 1.66
694356, 2.11, 2.81, 1.72, 0.15, 0.15, 0.46, 0.23, 0.63, 0.44, 0.45, 4.15, 4.51, 1.79
695280, 4.11, 3.53, 1.97, 0.08, 0.08, 0.79, 0.26, 0.60, 1.34, 0.40, 4.17, 5.69, 1.70
696010, 2.23, 2.98, 1.64, 0.35, 0.35, 0.51, 0.22, 0.73, 0.48, 0.39, 2.48, 1.26, 1.34
698521, 2.96, 3.08, 1.67, 0.29, 0.29, 0.58, 0.26, 0.64, 0.92, 0.59, 2.47, 0.49, 1.36
698766, 2.24, 3.58, 2.37, 0.15, 0.15, 0.71, 0.16, 0.49, 0.97, 0.39, 1.52, 5.41, 1.68
700427, 2.20, 3.62, 2.43, 0.06, 0.06, 0.72, 0.15, 0.43, 0.77, 0.69, 3.74, 2.07, 1.78
701980, 8.19, 2.84, 1.68, 0.19, 0.19, 0.77, 0.53, 0.50, 0.37, 0.80, 2.18, 4.04, 0.97
713577, 3.54, 3.14, 2.17, 0.11, 0.11, 0.63, 0.28, 0.45, 0.85, 0.20, 2.90, 0.73, 1.63
713853, 4.54, 2.92, 1.80, 0.28, 0.28, 0.61, 0.37, 0.60, 0.80, 0.25, 3.55, 4.55, 1.23
713986, 1.64, 3.68, 2.06, 0.02, 0.02, 0.72, 0.12, 0.49, 1.31, 0.72, 2.62, 3.57, 1.30
718169, 2.72, 3.26, 1.90, 0.20, 0.20, 0.63, 0.22, 0.64, 0.72, 0.52, 3.71, 5.65, 1.76
718654, 2.00, 3.22, 1.69, 0.33, 0.33, 0.58, 0.17, 0.69, 0.71, 0.68, 4.10, 0.25, 1.45
719336, 2.04, 3.48, 1.84, 0.22, 0.22, 0.67, 0.15, 0.59, 0.99, 0.86, 2.94, 5.51, 1.66
719336, 2.04, 3.48, 1.97, 0.04, 0.04, 0.67, 0.15, 0.51, 1.37, 0.46, 3.07, 5.62, 1.83
719811, 2.73, 2.98, 1.69, 0.11, 0.11, 0.54, 0.25, 0.63, 0.58, 0.67, 3.86, 4.40, 1.69
721565, 2.02, 3.31, 1.55, 0.50, 0.50, 0.61, 0.17, 0.81, 0.88, 0.37, 3.31, 1.76, 1.06
723528, 2.11, 3.80, 2.36, 0.24, 0.24, 0.79, 0.13, 0.54, 1.27, 0.17, 4.00, 1.63, 1.31
723528, 2.11, 3.80, 2.75, 0.13, 0.13, 0.79, 0.13, 0.37, 0.80, 0.51, 4.50, 1.73, 1.70
724122, 2.53, 3.42, 1.85, 0.24, 0.24, 0.67, 0.19, 0.70, 0.76, 0.55, 5.04, 1.86, 1.81
726858, 2.23, 3.20, 2.12, 0.08, 0.08, 0.58, 0.19, 0.47, 0.54, 0.66, 2.82, 1.98, 1.53
729762, 1.64, 3.53, 2.30, 0.26, 0.26, 0.67, 0.12, 0.56, 0.45, 0.52, 3.52, 6.00, 1.52
729762, 1.64, 3.53, 2.42, 0.10, 0.10, 0.67, 0.12, 0.46, 0.59, 0.60, 3.93, 5.34, 1.76
730311, 1.60, 2.84, 1.65, 0.08, 0.08, 0.44, 0.18, 0.57, 1.00, 0.41, 3.87, 5.16, 1.55
733956, 3.81, 2.65, 1.50, 0.20, 0.20, 0.50, 0.38, 0.69, 0.50, 0.45, 4.97, 5.35, 1.61
735755, 2.93, 3.53, 2.16, 0.05, 0.05, 0.73, 0.20, 0.48, 1.04, 0.65, 2.45, 1.15, 1.53
